Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
2023-02-20,Иван,55,15,1,4,2,1,0,8,0
2023-02-21,Иван,58,27,0,1,1,1,2,6,0
2023-02-22,Иван,55,25,0,2,3,0,0,10,0
2023-02-23,Иван,57,25,1,1,4,1,1,10,0
2023-02-24,Иван,60,25,1,3,1,1,0,7,0
2023-02-25,Иван,62,17,1,3,2,-1,1,10,0
2023-02-26,Иван,62,15,0,1,1,1,1,9,0
2023-02-27,Иван,70,26,1,3,3,1,2,6,0
2023-02-28,Иван,51,15,1,3,3,0,0,7,0
2023-03-01,Иван,73,10,-1,1,1,1,0,6,0
2023-03-02,Иван,61,20,1,3,2,1,1,9,0
2023-03-03,Иван,77,13,1,1,1,1,1,7,0
2023-03-04,Иван,68,23,0,4,4,1,2,8,0
2023-03-05,Иван,59,18,1,1,1,0,2,5,0
2023-03-06,Иван,67,23,1,2,6,1,2,5,0
2023-03-07,Иван,56,26,1,3,5,0,1,5,0
2023-03-08,Иван,52,16,0,2,5,0,1,10,0
2023-03-09,Иван,64,10,-1,1,1,1,2,10,0
2023-03-10,Иван,64,29,1,2,1,1,0,8,0
2023-03-11,Иван,68,18,-1,4,4,1,2,10,0
2023-03-12,Иван,62,17,1,2,1,0,1,8,1
2023-03-13,Иван,51,17,1,1,4,-1,1,10,1
2023-03-14,Иван,68,18,1,4,5,1,2,8,0
2023-03-15,Иван,58,25,0,4,6,0,0,8,0
2023-03-16,Иван,56,26,1,3,3,1,0,7,0
2023-03-17,Иван,63,20,1,4,4,0,2,10,0
2023-03-18,Иван,68,22,1,3,4,1,2,7,0
2023-03-19,Иван,77,24,1,2,1,-1,0,6,0
2023-03-20,Иван,60,11,-1,4,3,-1,0,7,0
2023-03-21,Иван,56,27,1,1,1,1,2,11,0
2023-03-22,Иван,69,26,1,2,1,1,1,7,0
2023-03-23,Иван,79,29,1,2,1,1,0,10,0
2023-03-24,Иван,78,12,-1,4,2,1,0,10,1
2023-03-25,Иван,74,22,1,2,1,1,0,7,0
2023-03-26,Иван,64,14,0,3,2,0,2,5,0
2023-03-27,Иван,51,28,1,2,4,1,1,5,0
2023-03-28,Иван,64,20,1,3,1,-1,0,5,0
2023-03-29,Иван,66,14,-1,2,1,1,0,8,0
2023-03-30,Иван,68,13,-1,3,1,0,1,9,0
2023-03-31,Иван,57,10,1,2,1,0,2,10,0
2023-04-01,Иван,67,20,1,3,4,1,1,6,0
2023-04-02,Иван,79,13,1,4,1,1,1,9,0
2023-04-03,Иван,56,18,1,1,1,1,2,6,0
2023-04-04,Иван,77,16,1,3,2,0,0,10,0
2023-04-05,Иван,71,27,1,2,1,1,2,5,0
2023-04-06,Иван,58,28,1,3,1,1,1,9,0
2023-04-07,Иван,79,19,1,4,4,1,1,7,0
2023-04-08,Иван,50,26,1,1,1,1,2,7,0
2023-04-09,Иван,79,11,1,3,3,-1,2,5,0
2023-04-10,Иван,71,20,1,2,1,1,0,6,0
2023-04-11,Иван,65,15,-1,4,4,1,2,6,0
2023-04-12,Иван,70,22,1,4,6,0,2,7,0
2023-04-13,Иван,70,22,1,1,4,1,2,9,0
2023-04-14,Иван,67,19,0,2,1,-1,2,9,0
2023-04-15,Иван,74,21,0,4,6,0,0,10,0
2023-04-16,Иван,79,10,-1,2,2,1,0,9,0
2023-04-17,Иван,64,16,0,1,1,0,0,8,0
2023-04-18,Иван,72,17,1,1,2,0,2,6,0
2023-04-19,Иван,76,15,1,4,4,1,1,9,0
2023-04-20,Иван,70,27,0,4,4,0,0,9,0
2023-04-21,Иван,65,25,1,1,3,0,2,7,0
2023-04-22,Иван,79,14,1,1,2,0,0,8,0
2023-04-23,Иван,57,26,-1,2,3,0,2,8,0
2023-04-24,Иван,59,24,1,1,1,1,1,6,0
2023-04-25,Иван,52,13,1,2,4,1,1,6,0
2023-04-26,Иван,73,22,0,1,1,-1,2,5,0
2023-04-27,Иван,63,28,0,1,1,1,1,8,0
2023-04-28,Иван,51,12,1,4,3,1,2,12,0
2023-04-29,Иван,63,18,0,4,4,1,2,7,0
2023-04-30,Иван,70,16,-1,3,2,0,2,6,1
2023-05-01,Иван,59,28,1,4,6,1,2,10,0
2023-05-02,Иван,50,22,0,4,2,1,2,8,0
2023-05-03,Иван,53,19,0,3,7,1,2,4,0
2023-05-04,Иван,67,19,0,4,1,1,2,5,0
2023-05-05,Иван,73,20,-1,1,1,1,1,12,0
2023-05-06,Иван,78,23,0,3,3,1,1,7,0
2023-05-07,Иван,72,29,1,1,1,1,0,6,0
2023-05-08,Иван,52,12,1,4,3,1,1,6,0
2023-05-09,Иван,68,16,1,3,4,1,1,8,0
2023-05-10,Иван,71,10,1,1,1,1,0,5,0
2023-05-11,Иван,56,25,0,3,5,1,0,8,0
2023-05-12,Иван,79,13,1,3,2,-1,1,7,0
2023-05-13,Иван,76,13,1,2,3,1,0,8,0
2023-05-14,Иван,50,16,1,1,1,1,0,6,1
2023-05-15,Иван,78,25,0,3,3,-1,2,6,0
2023-05-16,Иван,68,10,1,4,1,-1,0,6,0
2023-05-17,Иван,73,17,1,1,4,0,0,5,0
2023-05-18,Иван,65,23,1,2,3,1,2,8,0
2023-05-19,Иван,57,20,0,1,1,1,2,5,0
2023-05-20,Иван,70,20,1,2,2,1,0,6,1
2023-05-21,Иван,69,23,-1,1,1,1,0,9,0
2023-05-22,Иван,53,24,1,2,3,1,2,9,0
2023-05-23,Иван,63,23,1,3,1,1,0,7,0
2023-05-24,Иван,51,19,1,1,1,1,0,5,0
2023-05-25,Иван,59,19,1,3,3,-1,0,10,0
2023-05-26,Иван,51,28,1,1,1,1,0,8,0
2023-05-27,Иван,59,23,1,2,7,1,1,9,0
2023-05-28,Иван,78,19,1,2,3,1,2,5,0
2023-05-29,Иван,66,17,1,2,5,1,0,10,0
2023-05-30,Иван,53,12,1,2,2,1,2,8,1
2023-05-31,Иван,60,22,1,2,2,1,2,7,0
2023-06-01,Иван,60,20,1,1,1,-1,1,7,0
2023-06-02,Иван,70,26,0,4,4,0,0,8,0
2023-06-03,Иван,60,11,1,2,1,-1,2,9,0
2023-06-04,Иван,74,20,0,3,4,1,0,6,0
2023-06-05,Иван,68,10,-1,1,1,1,0,8,1
2023-06-06,Иван,52,23,1,3,1,0,2,11,0
2023-06-07,Иван,77,16,1,2,1,1,0,4,0
2023-06-08,Иван,62,28,0,2,2,1,1,8,1
2023-06-09,Иван,76,18,1,1,1,-1,2,6,0
2023-06-10,Иван,72,21,-1,3,1,1,2,7,0
2023-06-11,Иван,52,14,1,2,1,0,0,8,0
2023-06-12,Иван,58,16,1,3,3,1,1,4,0
2023-06-13,Иван,55,19,1,3,4,1,2,6,0
2023-06-14,Иван,75,14,0,2,4,0,1,8,0
2023-06-15,Иван,56,16,-1,1,4,1,2,11,0
2023-06-16,Иван,70,11,-1,2,4,0,0,9,0
2023-06-17,Иван,61,14,1,2,5,0,0,8,0
2023-06-18,Иван,52,22,1,4,6,1,0,8,0
2023-06-19,Иван,50,21,1,1,1,-1,0,9,0
2023-06-20,Иван,67,23,1,1,1,1,1,7,0
2023-06-21,Иван,63,24,1,3,4,1,2,5,0
2023-06-22,Иван,79,11,-1,4,4,1,1,8,1
2023-06-23,Иван,73,24,-1,1,1,1,0,4,0
2023-06-24,Иван,72,21,1,2,1,0,2,12,0
2023-06-25,Иван,70,16,1,4,4,0,0,10,0
2023-06-26,Иван,69,27,1,1,3,0,2,10,0
2023-06-27,Иван,50,15,1,1,2,1,1,7,0
2023-06-28,Иван,55,26,1,4,6,0,0,6,0
2023-06-29,Иван,60,12,1,3,2,1,1,9,0
2023-06-30,Иван,56,16,0,4,3,1,0,9,0
2023-07-01,Иван,56,20,1,4,2,1,0,6,0
2023-07-02,Иван,73,10,1,1,1,1,1,9,0
2023-07-03,Иван,51,15,1,3,4,0,2,2,0
2023-07-04,Иван,50,25,1,1,1,1,0,6,0
2023-07-05,Иван,76,28,1,2,2,1,2,11,0
2023-07-06,Иван,70,22,1,4,3,0,0,5,0
2023-07-07,Иван,59,18,1,3,1,1,0,3,0
2023-07-08,Иван,65,26,0,3,2,0,2,8,0
2023-07-09,Иван,52,19,1,2,2,1,0,7,0
2023-07-10,Иван,72,25,0,1,1,1,0,5,0
2023-07-11,Иван,71,11,1,3,4,1,1,8,0
2023-07-12,Иван,78,29,1,3,1,1,2,8,1
2023-07-13,Иван,55,29,0,2,2,1,2,8,0
2023-07-14,Иван,54,26,0,4,4,1,1,8,0
2023-07-15,Иван,55,28,0,1,1,1,1,11,0
2023-07-16,Иван,53,14,1,2,4,0,1,8,0
2023-07-17,Иван,52,22,0,1,3,1,2,8,0
2023-07-18,Иван,72,20,-1,4,8,1,0,7,0
2023-07-19,Иван,74,27,1,2,6,1,0,9,1
2023-07-20,Иван,51,20,1,3,6,1,2,6,0
2023-07-21,Иван,59,10,1,1,1,1,0,8,0
2023-07-22,Иван,76,27,0,2,1,1,0,7,0
2023-07-23,Иван,59,12,1,2,1,1,2,9,0
2023-07-24,Иван,60,17,1,4,6,1,0,10,0
2023-07-25,Иван,60,10,1,1,2,1,1,10,0
2023-07-26,Иван,70,23,-1,2,1,1,1,6,0
2023-07-27,Иван,72,18,0,4,1,1,2,8,0
2023-07-28,Иван,65,12,1,4,1,1,0,7,0
2023-07-29,Иван,61,16,1,4,3,1,0,9,0
2023-07-30,Иван,64,23,1,4,2,1,2,2,0
2023-07-31,Иван,50,20,1,3,2,1,1,10,0
2023-08-01,Иван,72,14,-1,4,4,1,2,5,0
2023-08-02,Иван,79,10,0,2,2,1,0,8,0
2023-08-03,Иван,64,20,1,3,5,-1,1,7,0
2023-08-04,Иван,78,23,0,1,1,1,1,9,0
2023-08-05,Иван,53,25,1,3,3,1,2,4,0
2023-08-06,Иван,52,25,1,1,4,1,0,8,0
2023-08-07,Иван,50,16,1,1,1,1,1,9,0
2023-08-08,Иван,51,21,0,4,7,1,0,9,0
2023-08-09,Иван,59,22,1,1,1,1,0,8,0
2023-08-10,Иван,59,16,1,3,1,0,0,9,0
2023-08-11,Иван,53,15,1,1,3,1,1,7,0
2023-08-12,Иван,75,26,1,4,1,1,2,6,0
2023-08-13,Иван,54,27,1,2,1,1,0,5,0
2023-08-14,Иван,62,18,0,3,1,-1,0,8,0
2023-08-15,Иван,66,11,0,1,1,1,1,10,0
2023-08-16,Иван,79,27,1,2,2,0,1,9,0
2023-08-17,Иван,65,20,-1,2,4,1,0,4,1
2023-08-18,Иван,60,12,-1,3,3,1,2,9,0
2023-08-19,Иван,67,18,0,3,6,1,2,11,0
2023-08-20,Иван,71,11,0,3,1,1,2,4,0
2023-08-21,Иван,51,27,1,2,1,1,2,5,1
2023-08-22,Иван,56,20,1,3,2,1,2,8,0
2023-08-23,Иван,67,25,0,1,1,1,0,8,0
2023-08-24,Иван,75,12,0,2,1,1,0,8,0
2023-08-25,Иван,77,17,1,1,5,1,2,10,0
2023-08-26,Иван,61,23,0,1,2,1,2,12,1
2023-08-27,Иван,79,24,1,2,1,1,2,10,0
2023-08-28,Иван,56,18,1,4,4,1,0,6,0
2023-08-29,Иван,74,10,1,4,1,-1,0,7,0
2023-08-30,Иван,65,12,1,1,1,1,0,9,0
2023-08-31,Иван,70,19,1,3,4,-1,0,6,0
2023-09-01,Иван,52,10,1,3,1,0,1,6,1
2023-09-02,Иван,62,25,1,3,2,0,1,11,0
2023-09-03,Иван,50,10,1,3,2,1,1,7,0
2023-09-04,Иван,75,21,1,4,4,1,0,6,0
2023-09-05,Иван,67,18,1,1,1,1,1,7,0
2023-09-06,Иван,50,22,1,3,4,0,1,9,0
2023-09-07,Иван,77,13,0,4,4,1,1,9,0
2023-09-08,Иван,54,13,1,1,1,1,2,9,0
2023-09-09,Иван,70,18,1,2,1,0,2,9,0
2023-09-10,Иван,69,10,1,2,1,-1,0,7,0
2023-09-11,Иван,59,10,0,3,4,1,2,5,0
2023-09-12,Иван,63,27,1,2,2,1,2,5,0
2023-09-13,Иван,74,16,1,3,1,1,0,8,0
2023-09-14,Иван,64,27,0,4,1,1,2,8,0
2023-09-15,Иван,58,17,0,4,3,1,0,6,1
2023-09-16,Иван,74,22,1,3,2,-1,2,9,0
2023-09-17,Иван,75,20,1,1,1,1,2,8,0
2023-09-18,Иван,59,28,0,4,10,1,2,5,1
2023-09-19,Иван,66,17,1,1,2,1,0,6,0
2023-09-20,Иван,70,14,1,1,1,1,1,10,0
2023-09-21,Иван,61,19,1,1,1,1,0,8,0
2023-09-22,Иван,77,21,1,3,4,-1,2,6,0
2023-09-23,Иван,56,18,1,2,4,1,1,5,0
2023-09-24,Иван,75,23,1,4,6,1,0,5,0
2023-09-25,Иван,76,23,-1,4,4,1,1,7,0
2023-09-26,Иван,56,18,1,1,1,1,2,10,1
2023-09-27,Иван,55,28,1,3,4,-1,0,7,0
2023-09-28,Иван,75,23,1,4,4,1,0,9,0
2023-09-29,Иван,56,17,1,4,1,1,0,6,0
2023-09-30,Иван,59,21,1,3,3,1,1,9,0
2023-10-01,Иван,69,19,1,3,3,1,1,10,0
2023-10-02,Иван,75,21,1,3,3,1,0,7,0
2023-10-03,Иван,65,20,-1,1,4,1,1,9,1
2023-10-04,Иван,69,25,1,3,6,0,1,10,0
2023-10-05,Иван,65,10,1,1,1,1,2,5,0
2023-10-06,Иван,50,14,1,3,1,1,2,10,0
2023-10-07,Иван,52,20,1,3,3,1,2,8,0
2023-10-08,Иван,61,23,1,3,5,1,2,9,0
2023-10-09,Иван,74,14,0,3,2,1,2,9,0
2023-10-10,Иван,59,21,0,4,3,1,0,11,0
2023-10-11,Иван,62,14,1,4,3,1,0,6,0
2023-10-12,Иван,55,13,1,1,3,1,2,9,0
2023-10-13,Иван,70,15,0,4,1,1,0,10,0
2023-10-14,Иван,66,12,1,2,3,1,2,7,0
2023-10-15,Иван,65,21,1,4,4,1,1,7,0
2023-10-16,Иван,64,10,0,2,1,1,2,7,0
2023-10-17,Иван,64,21,0,3,5,1,1,8,0
2023-10-18,Иван,51,11,1,2,1,1,1,7,0
2023-10-19,Иван,63,14,0,4,5,0,0,4,0
2023-10-20,Иван,58,11,1,1,1,0,0,8,0
2023-10-21,Иван,69,24,1,3,1,1,2,10,0
2023-10-22,Иван,56,18,1,2,2,1,1,10,0
2023-10-23,Иван,67,28,1,1,4,1,1,8,0
2023-10-24,Иван,79,13,1,3,1,1,1,9,0
2023-10-25,Иван,50,22,1,3,1,1,0,7,1
2023-10-26,Иван,57,27,1,4,1,0,2,6,0
2023-10-27,Иван,62,13,1,3,6,1,0,8,1
2023-10-28,Иван,55,22,1,3,3,1,1,9,0
2023-10-29,Иван,72,27,1,4,2,0,1,9,0
2023-10-30,Иван,56,19,1,4,4,1,0,11,0
2023-10-31,Иван,55,26,0,1,1,-1,1,10,0
2023-11-01,Иван,51,10,1,2,1,1,2,8,1
2023-11-02,Иван,74,22,0,4,4,1,1,7,0
2023-11-03,Иван,79,15,-1,1,1,1,0,6,0
2023-11-04,Иван,65,10,1,3,4,1,2,9,0
2023-11-05,Иван,58,22,1,2,1,1,0,8,1
2023-11-06,Иван,64,24,0,4,6,1,2,7,0
2023-11-07,Иван,50,19,1,2,4,1,1,4,0
2023-11-08,Иван,70,11,1,4,2,1,1,6,0
2023-11-09,Иван,63,17,1,3,5,1,1,8,1
2023-11-10,Иван,64,13,1,3,3,1,0,7,0
2023-11-11,Иван,51,10,1,3,4,1,1,10,0
2023-11-12,Иван,75,25,1,4,6,0,2,9,0
2023-11-13,Иван,56,10,1,3,8,1,2,8,0
2023-11-14,Иван,61,15,0,3,3,1,1,8,0
2023-11-15,Иван,73,29,-1,2,1,1,1,9,0
2023-11-16,Иван,68,27,1,2,1,1,2,5,0
2023-11-17,Иван,68,12,-1,3,2,-1,2,10,0
2023-11-18,Иван,73,13,-1,3,1,0,1,5,0
2023-11-19,Иван,52,22,1,3,3,1,2,6,0
2023-11-20,Иван,51,15,-1,4,2,1,1,9,0
2023-11-21,Иван,58,28,-1,4,1,1,0,9,0
2023-11-22,Иван,76,16,0,3,1,1,2,6,1
2023-11-23,Иван,63,26,1,3,3,1,2,5,1
2023-11-24,Иван,61,22,0,2,1,1,0,7,0
2023-11-25,Иван,67,23,0,1,1,1,1,8,0
2023-11-26,Иван,53,12,0,2,1,1,1,8,0
2023-11-27,Иван,74,21,1,1,1,1,2,9,0
2023-11-28,Иван,50,18,1,1,1,-1,0,10,1
2023-11-29,Иван,79,16,0,1,2,1,0,8,0
2023-11-30,Иван,70,18,1,3,4,1,0,8,0
2023-12-01,Иван,50,23,0,4,3,1,0,9,0
2023-12-02,Иван,79,20,0,3,1,1,0,9,0
2023-12-03,Иван,73,21,1,1,1,1,0,7,0
2023-12-04,Иван,75,18,1,2,1,1,0,10,0
2023-12-05,Иван,77,10,1,3,3,0,0,8,0
2023-12-06,Иван,73,10,1,3,1,1,2,7,0
2023-12-07,Иван,66,26,1,3,4,1,1,10,0
2023-12-08,Иван,62,18,1,4,4,1,1,9,0
2023-12-09,Иван,51,13,1,4,3,1,1,9,0
2023-12-10,Иван,57,28,1,4,6,1,2,6,0
2023-12-11,Иван,66,17,1,3,1,0,1,7,0
2023-12-12,Иван,72,21,1,3,2,-1,1,7,1
2023-12-13,Иван,79,26,1,4,8,0,2,6,0
2023-12-14,Иван,75,19,1,3,4,1,2,4,0
2023-12-15,Иван,59,16,1,4,3,1,1,5,0
2023-12-16,Иван,57,23,1,1,1,1,0,3,0
2023-12-17,Иван,71,16,1,4,3,0,2,9,0
2023-12-18,Иван,55,13,1,1,2,-1,2,6,0
2023-12-19,Иван,70,16,1,3,3,-1,0,9,0
2023-12-20,Иван,65,22,0,2,1,0,2,10,0
2023-12-21,Иван,69,14,1,4,3,1,2,12,0
2023-12-22,Иван,71,14,-1,2,4,0,1,7,1
2023-12-23,Иван,77,23,1,3,1,0,2,5,0
2023-12-24,Иван,65,24,1,1,1,1,0,3,0
2023-12-25,Иван,59,12,0,1,1,1,2,8,0
2023-12-26,Иван,64,17,1,1,1,1,0,9,0
2023-12-27,Иван,75,18,1,1,2,1,1,10,0
2023-12-28,Иван,75,21,1,4,7,1,2,11,0
2023-12-29,Иван,78,29,-1,4,6,1,0,8,0
2023-12-30,Иван,52,23,1,3,4,1,1,8,1
2023-12-31,Иван,60,16,0,3,2,1,1,9,0
2023-01-01,Дмитрий,69,21,1,4,4,1,1,10,0
2023-01-02,Дмитрий,51,15,1,1,2,-1,0,6,0
2023-01-03,Дмитрий,70,25,1,1,1,1,1,7,0
2023-01-04,Дмитрий,74,24,1,2,2,1,1,7,0
2023-01-05,Дмитрий,61,18,0,4,7,1,0,7,0
2023-01-06,Дмитрий,54,19,1,2,3,0,2,10,0
2023-01-07,Дмитрий,78,20,1,2,1,1,2,8,0
2023-01-08,Дмитрий,78,16,1,3,6,1,1,5,0
2023-01-09,Дмитрий,56,21,0,1,3,1,0,9,0
2023-01-10,Дмитрий,77,11,1,3,2,0,1,10,0
2023-01-11,Дмитрий,58,27,-1,3,4,1,0,5,0
2023-01-12,Дмитрий,63,10,1,4,3,1,2,8,0
2023-01-13,Дмитрий,50,22,0,3,1,1,0,5,0
2023-01-14,Дмитрий,67,10,1,2,1,1,2,7,0
2023-01-15,Дмитрий,55,22,1,3,4,1,2,9,0
2023-01-16,Дмитрий,74,20,0,1,1,1,0,6,0
2023-01-17,Дмитрий,68,24,1,2,3,-1,1,6,0
2023-01-18,Дмитрий,77,23,1,4,2,1,2,7,0
2023-01-19,Дмитрий,63,10,1,2,2,1,0,4,0
2023-01-20,Дмитрий,51,23,1,1,1,0,0,6,0
2023-01-21,Дмитрий,51,14,0,3,2,0,1,7,0
2023-01-22,Дмитрий,75,28,0,2,4,-1,0,6,0
2023-01-23,Дмитрий,61,23,1,4,2,1,1,6,0
2023-01-24,Дмитрий,61,15,0,3,4,1,1,11,0
2023-01-25,Дмитрий,58,12,1,3,2,1,2,6,0
2023-01-26,Дмитрий,52,27,1,1,1,1,0,9,1
2023-01-27,Дмитрий,57,12,1,1,1,0,1,8,1
2023-01-28,Дмитрий,50,17,1,1,1,1,2,6,0
2023-01-29,Дмитрий,56,19,1,4,6,1,2,8,0
2023-01-30,Дмитрий,64,19,1,1,1,1,1,9,0
2023-01-31,Дмитрий,75,10,0,3,1,-1,2,7,0
2023-02-01,Дмитрий,62,12,1,3,1,1,2,7,0
2023-02-02,Дмитрий,71,12,1,1,2,1,1,6,0
2023-02-03,Дмитрий,54,10,1,4,4,1,2,6,0
2023-02-04,Дмитрий,52,19,1,3,6,1,0,6,0
2023-02-05,Дмитрий,79,25,1,2,3,1,0,5,0
2023-02-06,Дмитрий,61,25,1,3,2,1,1,11,0
2023-02-07,Дмитрий,58,18,0,2,3,0,0,7,0
2023-02-08,Дмитрий,50,24,1,4,1,1,1,10,0
2023-02-09,Дмитрий,78,17,-1,4,3,0,2,8,0
2023-02-10,Дмитрий,71,26,1,4,6,1,1,8,1
2023-02-11,Дмитрий,50,11,1,3,1,1,1,5,0
2023-02-12,Дмитрий,53,24,1,2,1,1,2,10,0
2023-02-13,Дмитрий,71,26,1,2,6,1,2,10,1
2023-02-14,Дмитрий,74,14,0,3,2,-1,2,7,0
2023-02-15,Дмитрий,77,26,1,2,4,1,2,9,0
2023-02-16,Дмитрий,60,11,1,3,1,0,2,7,0
2023-02-17,Дмитрий,69,13,0,4,2,0,1,10,0
2023-02-18,Дмитрий,52,19,1,4,4,-1,0,4,0
2023-02-19,Дмитрий,53,26,1,1,1,1,1,6,0
2023-02-20,Дмитрий,69,29,1,3,1,1,2,9,0
2023-02-21,Дмитрий,68,10,1,2,1,1,1,9,0
2023-02-22,Дмитрий,51,19,1,2,1,0,0,5,0
2023-02-23,Дмитрий,70,24,0,3,3,0,0,10,0
2023-02-24,Дмитрий,69,15,1,4,2,1,1,11,0
2023-02-25,Дмитрий,63,23,1,3,3,0,0,6,0
2023-02-26,Дмитрий,62,10,1,3,1,0,1,8,0
2023-02-27,Дмитрий,65,10,1,2,2,0,2,7,0
2023-02-28,Дмитрий,73,20,1,1,2,0,0,8,0
2023-03-01,Дмитрий,58,28,1,1,1,0,1,7,0
2023-03-02,Дмитрий,64,29,1,3,1,1,1,7,0
2023-03-03,Дмитрий,74,17,1,1,2,-1,0,9,0
2023-03-04,Дмитрий,59,16,1,3,1,1,1,9,0
2023-03-05,Дмитрий,63,28,1,3,1,0,1,8,0
2023-03-06,Дмитрий,77,27,0,1,1,0,0,7,0
2023-03-07,Дмитрий,75,27,1,4,4,1,0,8,0
2023-03-08,Дмитрий,77,24,0,3,3,1,0,6,0
2023-03-09,Дмитрий,78,27,1,1,1,-1,0,7,0
2023-03-10,Дмитрий,78,19,1,4,1,1,1,12,0
2023-03-11,Дмитрий,75,20,1,1,1,1,1,9,0
2023-03-12,Дмитрий,52,10,0,4,1,1,1,11,0
2023-03-13,Дмитрий,76,17,1,2,4,0,2,7,1
2023-03-14,Дмитрий,62,18,1,1,3,1,0,6,0
2023-03-15,Дмитрий,70,24,-1,2,4,1,1,6,0
2023-03-16,Дмитрий,57,23,0,3,1,1,2,10,0
2023-03-17,Дмитрий,70,20,1,1,2,1,2,5,0
2023-03-18,Дмитрий,69,18,1,1,1,1,2,9,0
2023-03-19,Дмитрий,61,26,1,3,1,1,0,7,1
2023-03-20,Дмитрий,74,17,-1,4,2,1,0,7,0
2023-03-21,Дмитрий,59,22,0,4,3,0,2,11,0
2023-03-22,Дмитрий,54,17,0,2,2,0,0,6,0
2023-03-23,Дмитрий,61,13,0,2,2,1,1,8,1
2023-03-24,Дмитрий,74,11,1,3,1,1,0,7,1
2023-03-25,Дмитрий,68,24,1,4,2,-1,1,9,1
2023-03-26,Дмитрий,74,20,0,4,3,1,1,6,0
2023-03-27,Дмитрий,56,12,1,1,1,0,0,10,0
2023-03-28,Дмитрий,61,24,-1,2,2,1,0,3,0
2023-03-29,Дмитрий,54,17,-1,4,2,1,1,6,0
2023-03-30,Дмитрий,62,23,1,1,2,1,0,9,1
2023-03-31,Дмитрий,60,12,1,2,1,0,0,7,0
2023-04-01,Дмитрий,53,27,-1,2,3,1,1,8,0
2023-04-02,Дмитрий,66,10,1,2,2,1,2,5,0
2023-04-03,Дмитрий,61,13,1,3,2,-1,2,9,0
2023-04-04,Дмитрий,67,20,1,3,1,1,0,10,0
2023-04-05,Дмитрий,74,13,1,4,1,1,1,7,0
2023-04-06,Дмитрий,73,27,1,1,1,0,1,7,0
2023-04-07,Дмитрий,63,29,1,2,2,1,1,3,0
2023-04-08,Дмитрий,65,20,1,3,3,1,0,7,0
2023-04-09,Дмитрий,56,13,0,1,1,1,2,8,0
2023-04-10,Дмитрий,61,10,1,3,4,1,0,7,0
2023-04-11,Дмитрий,54,25,1,1,1,1,1,8,1
2023-04-12,Дмитрий,59,14,0,3,3,1,1,9,0
2023-04-13,Дмитрий,71,23,1,2,2,1,2,8,0
2023-04-14,Дмитрий,63,20,-1,3,1,1,0,5,0
2023-04-15,Дмитрий,57,15,0,1,1,1,1,5,0
2023-04-16,Дмитрий,65,25,1,1,1,1,1,9,0
2023-04-17,Дмитрий,73,25,1,3,5,0,1,6,0
2023-04-18,Дмитрий,55,27,1,3,5,-1,2,9,0
2023-04-19,Дмитрий,61,13,0,4,2,0,2,6,0
2023-04-20,Дмитрий,62,23,-1,2,3,1,0,8,0
2023-04-21,Дмитрий,67,18,1,1,1,-1,1,7,0
2023-04-22,Дмитрий,51,17,1,3,5,1,0,11,0
2023-04-23,Дмитрий,75,29,1,2,4,1,2,7,0
2023-04-24,Дмитрий,64,21,0,2,3,1,2,8,0
2023-04-25,Дмитрий,72,21,1,4,3,1,1,5,0
2023-04-26,Дмитрий,74,20,1,2,1,1,2,6,0
2023-04-27,Дмитрий,61,20,-1,2,1,1,2,6,0
2023-04-28,Дмитрий,68,22,-1,4,2,1,1,10,0
2023-04-29,Дмитрий,50,16,1,3,2,1,2,9,0
2023-04-30,Дмитрий,76,21,0,1,1,1,0,6,0
2023-05-01,Дмитрий,79,24,1,3,3,1,0,7,0
2023-05-02,Дмитрий,72,25,1,4,1,1,0,12,0
2023-05-03,Дмитрий,59,19,1,4,2,1,2,13,0
2023-05-04,Дмитрий,66,28,1,3,4,1,2,8,0
2023-05-05,Дмитрий,52,15,0,4,1,1,2,8,0
2023-05-06,Дмитрий,74,22,1,1,1,1,1,7,0
2023-05-07,Дмитрий,68,14,1,1,2,1,2,9,1
2023-05-08,Дмитрий,70,20,1,2,2,0,0,9,0
2023-05-09,Дмитрий,57,17,1,4,7,1,2,7,0
2023-05-10,Дмитрий,50,27,1,2,2,1,0,11,0
2023-05-11,Дмитрий,72,18,0,2,3,1,1,7,0
2023-05-12,Дмитрий,68,12,1,1,3,-1,2,8,0
2023-05-13,Дмитрий,68,15,0,4,4,1,1,4,0
2023-05-14,Дмитрий,70,10,1,2,1,1,1,7,0
2023-05-15,Дмитрий,58,26,1,4,2,1,1,8,0
2023-05-16,Дмитрий,54,25,0,4,3,1,0,10,0
2023-05-17,Дмитрий,54,11,-1,4,6,1,1,7,0
2023-05-18,Дмитрий,60,21,1,3,1,0,1,8,0
2023-05-19,Дмитрий,77,26,1,3,3,1,0,12,0
2023-05-20,Дмитрий,59,23,0,3,1,1,1,9,1
2023-05-21,Дмитрий,50,23,-1,4,4,1,2,7,0
2023-05-22,Дмитрий,68,12,1,4,3,-1,1,6,0
2023-05-23,Дмитрий,55,23,1,4,2,0,0,6,0
2023-05-24,Дмитрий,66,14,1,2,1,1,0,7,0
2023-05-25,Дмитрий,64,15,0,3,6,1,1,6,0
2023-05-26,Дмитрий,70,13,1,2,4,0,2,6,0
